410000015G04,A184 (E-Bound),twrdjdjg,A184,Outside Half Moon Hotel Public House,A184,E-Bound,E,Gateshead,,Gateshead
410000025424,Linsey Road (N-Bound),twrgatjt,Linsey Road,Opposite White House Road And Club,Linsey Road,N-Bound,N,Hendon,,Hendon
410000041977,Linskill Terrace-Grey Street (SW-Bound),twrgjwtp,Linskill Terrace-Grey Street,Outside Grey Street Junction,Linskill Terrace,SW-Bound,SW,North Shields,,North Shields
410000041028,Linskill Terrace-Jackson Street (NE-Bound),twrgjwap,Linskill Terrace-Jackson Street,Outside Jackson Street West,Linskill Terrace,NE-Bound,NE,North Shields,,North Shields
410000041037,Linskill Terrace-Jackson Street (SW-Bound),twrgjwdw,Linskill Terrace-Jackson Street,Outside Jackson Street,Linskill Terrace,SW-Bound,SW,North Shields,,North Shields
410000041029,Linskill Terrace-Washington Tce (NE-Bound),twrgjwat,Linskill Terrace-Washington Tce,100m North East Of The Linskill Centre,Linskill Terrace,NE-Bound,NE,North Shields,,North Shields
410000041036,Linskill Terrace-Washington Tce (SW-Bound),twrgjwdt,Linskill Terrace-Washington Tce,150m North East Opposite The Linskill Centre,Linskill Terrace,SW-Bound,SW,North Shields,,North Shields
410000019033,Lintzford (NE-Bound),twrdpdag,Lintzford,Opposite Lintzford Mill,Lintzford Road,NE-Bound,NE,Rowlands Gill,Gateshead,Rowlands Gill
410000019032,Lintzford (SW-Bound),twrdpdad,Lintzford,Outside Lintzford Mill,Lintzford Road,SW-Bound,SW,Rowlands Gill,Gateshead,Rowlands Gill
410000013122,Litchfield Terrace (N-Bound),twrawawt,Litchfield Terrace,Opposite Winlaton Methodist Church,LITCHFIELD LANE,N-Bound,N,Winlaton,Gateshead,Winlaton
410000017083,Lizard Lane (SE-Bound),twrdmgwm,Lizard Lane,Outside No.11 Lizard Lane,Lizard Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000018042,Lizard Lane-Cornthwaite Drive (N-Bound),twrdpadw,Lizard Lane-Cornthwaite Drive,North Of Cornthwaite Drive Junction,Lizard Lane,N-Bound,N,Whitburn,,Whitburn
410000018045,Lizard Lane-Fairfield Drive (N-Bound),twrdpagj,Lizard Lane-Fairfield Drive,Opposite Lizards View,Lizard Lane,N-Bound,N,Whitburn,,Whitburn
410000018046,Lizard Lane-Fairfield Drive (S-Bound),twrdpagm,Lizard Lane-Fairfield Drive,Outside Hilltop View,Lizard Lane,S-Bound,S,Whitburn,,Whitburn
410000018028,Lizard Lane-Golf Course (NW-Bound),twrdmwpw,Lizard Lane-Golf Course,Opposite Whitburn Golf Course Club House,Lizard Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000018026,Lizard Lane-Golf Course (SE-Bound),twrdmwpm,Lizard Lane-Golf Course,Outside Whitburn Golf Course Club House,Lizard Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000017063,Lizard Lane-Grotto Road (NW-Bound),twrdmgmt,Lizard Lane-Grotto Road,Outside No.60 Lizard Lane,Lizard Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000017084,Lizard Lane-Grotto Road (SE-Bound),twrdmgwp,Lizard Lane-Grotto Road,Outside No.65 Lizard Lane,Lizard Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000018043,Lizard Lane-Highcroft Drive (N-Bound),twrdpaga,Lizard Lane-Highcroft Drive,Opposite No.6 Sycamore Road,Lizard Lane,N-Bound,N,Whitburn,,Whitburn
410000018976,Lizard Lane-Hillhead Farm (NW-Bound),twrdpajg,Lizard Lane-Hillhead Farm,Outside Hillheads Poultry Farm,Lizard Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000018975,Lizard Lane-Hillhead Farm (SE-Bound),twrdpajd,Lizard Lane-Hillhead Farm,Opposite Hillhead Poultry Farm,Lizard Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000017918,Lizard Lane-Lake Avenue (NW-Bound),twrgtjpj,Lizard Lane-Lake Avenue,Outside Lake Avenue Junction,Lizard Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000018048,Lizard Lane-Maple Grove (S-Bound),twrdpagt,Lizard Lane-Maple Grove,Outside No.3 Sycamore Road,Lizard Lane,S-Bound,S,Whitburn,,Whitburn
410000018049,Lizard Lane-North Guards (S-Bound),twrdpagw,Lizard Lane-North Guards,Outside Buckingham Close Junction,Lizard Lane,S-Bound,S,Whitburn,,Whitburn
410000017064,Lizard Lane-Prince Edward Road (NW-Bound),twrdmgmw,Lizard Lane-Prince Edward Road,Opposite No.21 Lizard Lane,Lizard Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000017062,Lizard Lane-Riding School (NW-Bound),twrdmgmp,Lizard Lane-Riding School,Opposite North Lizard Riding School,Lizard Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000017085,Lizard Lane-Riding School (SE-Bound),twrdmgwt,Lizard Lane-Riding School,Outside North Lizard Riding School,Lizard Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000018044,Lizard Lane-Souter View (N-Bound),twrdpagd,Lizard Lane-Souter View,Opposite Fulmar Walk,Lizard Lane,N-Bound,N,Whitburn,,Whitburn
410000018047,Lizard Lane-Souter View (S-Bound),twrdpagp,Lizard Lane-Souter View,Opposite Wellands Farm And Caravan Site,LIZARD LANE,S-Bound,S,Whitburn,,Whitburn
410000014020,Lobley Hill Road - Beechwood Gardens (W-Bound),twrawjpt,Lobley Hill Road - Beechwood Gardens,West Of A1 Subway,Lobley Hill Road,W-Bound,W,Lobley Hill,Gateshead,Lobley Hill
410000014006,Lobley Hill Road - Kingsway North (A),twrawjgw,Lobley Hill Road - Kingsway North,Opposite Festival Park Drive,Lobley Hill Road,A,S,Team Valley,Gateshead,Team Valley
410000014014,Lobley Hill Road - Kingsway North (B),twrawjpa,Lobley Hill Road - Kingsway North,Outside Festival Park Drive,LOBLEY HILL ROAD,B,N,Team Valley,Gateshead,Team Valley
410000014019,Lobley Hill Road - New Road (E),twrawjpm,Lobley Hill Road - New Road,North Of The Waggon Team Public House,Lobley Hill Road,E,W,Team Valley,Gateshead,Team Valley
410000014043,Lobley Hill Road - Rothbury Gardens (E-Bound),twrawmda,Lobley Hill Road - Rothbury Gardens,Outside Police Station,Lobley Hill Road,E-Bound,E,Lobley Hill,Gateshead,Lobley Hill
410000014044,Lobley Hill Road-Chiltern Gardens (NE-Bound),twrawmdg,Lobley Hill Road-Chiltern Gardens,Outside The Surgery,Lobley Hill Road,NE-Bound,NE,Lobley Hill,Gateshead,Lobley Hill
410000014004,Lobley Hill Road-Newbury Place (SW-Bound),twrawjgp,Lobley Hill Road-Newbury Place,Opposite Springfield Peugeot Garage,Lobley Hill Road,SW-Bound,SW,Bensham,Gateshead,Bensham
410000014005,Lobley Hill Road-Queensway (SW-Bound),twrawjgt,Lobley Hill Road-Queensway,North End Of Team Valley Queens Way,Lobley Hill Road,SW-Bound,SW,Team Valley,Gateshead,Team Valley
410000020039,Lobley Hill Road-Ravensworth Crescent (E-Bound),twrdpgaj,Lobley Hill Road-Ravensworth Crescent,Opposite Ravensworth Crescent,Lobley Hill Road,E-Bound,E,Crookgate,Gateshead,Crookgate
410000014021,Lobley Hill Road-Rothbury Gardens (W-Bound),twrawjpw,Lobley Hill Road-Rothbury Gardens,Rothbury Gardens Leading To Primary School,Lobley Hill Road,W-Bound,W,Lobley Hill,Gateshead,Lobley Hill
410000020038,Lobley Hill Road-Sacred Heart (NE-Bound),twrdpgag,Lobley Hill Road-Sacred Heart,Opposite The Rc Church Of The Sacred Heart,Lobley Hill Road,NE-Bound,NE,Crookgate,Gateshead,Crookgate
410000020035,Lobley Hill Road-Sacred Heart (SW-Bound),twrdpdwp,Lobley Hill Road-Sacred Heart,Outside The Rc Church Of The Sacred Heart,Lobley Hill Road,SW-Bound,SW,Crookgate,Gateshead,Crookgate
410000020040,Lobley Hill Road-Schoolhouse Lane (NE-Bound),twrdpgam,Lobley Hill Road-Schoolhouse Lane,Outside Blackamoor Hill Depot,Lobley Hill Road,NE-Bound,NE,Marley Hill,Gateshead,Marley Hill
410000020033,Lobley Hill Road-Schoolhouse Lane (W-Bound),twrdpdwj,Lobley Hill Road-Schoolhouse Lane,Opposite Blackamoor Hill Depot,Lobley Hill Road,W-Bound,W,Marley Hill,Gateshead,Marley Hill
410000020034,Lobley Hill Road-Strathmore Crescent (W-Bound),twrdpdwm,Lobley Hill Road-Strathmore Crescent,Outside Strathmore Crescent,Lobley Hill Road,W-Bound,W,Crookgate,Gateshead,Crookgate
410000014015,Lobley Hill Road-Victoria Road (NE-Bound),twrawjpd,Lobley Hill Road-Victoria Road,Outside Machine Mart,LOBLEY HILL ROAD,NE-Bound,NE,Bensham,Gateshead,Bensham
410000014200,Lobley Hill Road-Victoria Road (SW-Bound),twrdadgp,Lobley Hill Road-Victoria Road,Opposite Team Valley Car Centre,Lobley Hill Road,SW-Bound,SW,Bensham,Gateshead,Bensham
410000020003,Lockhaugh Road-Cowen Terrace (S-Bound),twrdpdjg,Lockhaugh Road-Cowen Terrace,Opposite Walkway To Rowlands Gill Junior School,Lockhaugh Road,S-Bound,S,Rowlands Gill,Gateshead,Rowlands Gill
410000020004,Lockhaugh Road-Derwent Park (S-Bound),twrdpdjm,Lockhaugh Road-Derwent Park,Opposite The Towneley Arms Public House,Lockhaugh Road,S-Bound,S,Rowlands Gill,Gateshead,Rowlands Gill
410000020012,Lockhaugh Road-Dominies Close (N-Bound),twrdpdmp,Lockhaugh Road-Dominies Close,Outside Entrance To Rowlands Gill Junior School,Lockhaugh Road,N-Bound,N,Rowlands Gill,Gateshead,Rowlands Gill
410000020001,Lockhaugh Road-Farm (SW-Bound),twrdpdja,Lockhaugh Road-Farm,Outside Entrance Lockhaugh Farm/ Sewage Works,Lockhaugh Road,SW-Bound,SW,Lockhaugh,Gateshead,Lockhaugh
410000013170,Lockhaugh Road-Glamis Crescent (NE-Bound),twrawdtg,Lockhaugh Road-Glamis Crescent,Opposite Thornley Woodland Centre Entrance,A694,NE-Bound,NE,Lockhaugh,Gateshead,Lockhaugh
410000013171,Lockhaugh Road-Glamis Crescent (SW-Bound),twrawdtj,Lockhaugh Road-Glamis Crescent,Outside Thornley Woodland Centre Entrance,Lockhaugh Road,SW-Bound,SW,Lockhaugh,Gateshead,Lockhaugh
410000020013,Lockhaugh Road-Hollin Hill Lane (NE-Bound),twrdpdmt,Lockhaugh Road-Hollin Hill Lane,Opposite Hollin Hill Farm,Lockhaugh Road,NE-Bound,NE,Rowlands Gill,Gateshead,Rowlands Gill
410000020002,Lockhaugh Road-Hollin Hill Lane (SW-Bound),twrdpdjd,Lockhaugh Road-Hollin Hill Lane,South Of Hollin Hill Farm,Lockhaugh Road,SW-Bound,SW,Rowlands Gill,Gateshead,Rowlands Gill
410000020014,Lockhaugh Road-Thornley Lane (NE-Bound),twrdpdmw,Lockhaugh Road-Thornley Lane,Outside Thornley Lane,Lockhaugh Road,NE-Bound,NE,Lockhaugh,Gateshead,Lockhaugh
410000009321,Logan Road (N-Bound),twramwpm,Logan Road,North Of Shields Road,Logan Road,N-Bound,N,Walkerville,Newcastle upon Tyne,Walkerville
410000009328,Logan Road (S-Bound),twramwtm,Logan Road,North Of Shields Road,Logan Road,S-Bound,S,Walkerville,Newcastle upon Tyne,Walkerville
410000022212,Long Bank - Eighton Lodge (E-Bound),twrdtamw,Long Bank - Eighton Lodge,Outside Low Eighton / Eighton Lodge,Long Bank,E-Bound,E,Eighton Banks,Gateshead,Eighton Banks
410000022213,Long Bank - Eighton Lodge (W-Bound),twrdtapa,Long Bank - Eighton Lodge,Opposite Low Eighton / Eighton Lodge,Long Bank,W-Bound,W,Eighton Banks,Gateshead,Eighton Banks
410000022134,Long Bank-Black Lane (N-Bound),twrdpwdp,Long Bank-Black Lane,Opposite Playground And Playing Field,Long Bank,N-Bound,N,Wrekenton,Gateshead,Wrekenton
410000022131,Long Bank-Black Lane (S-Bound),twrdpwdg,Long Bank-Black Lane,Opposite Black Lane,Long Bank,S-Bound,S,Wrekenton,Gateshead,Wrekenton
410000022133,Long Bank-Springfield Avenue (NE-Bound),twrdpwdm,Long Bank-Springfield Avenue,Outside Brown Crescent,Long Bank,NE-Bound,NE,Eighton Banks,Gateshead,Eighton Banks
410000022132,Long Bank-Springfield Avenue (SW-Bound),twrdpwdj,Long Bank-Springfield Avenue,Opposite Armitage Gardens,Long Bank,SW-Bound,SW,Eighton Banks,Gateshead,Eighton Banks
410000014950,Long Rigg (NE-Bound),twrdapjt,Long Rigg,Opposite Allison Court,Marconi Way,NE-Bound,NE,Metrocentre,Gateshead,Metro Centre
410000014951,Long Rigg (SW-Bound),twrdapjw,Long Rigg,Outside Allison Court,Marconi Way,SW-Bound,SW,Metrocentre,Gateshead,Metro Centre
410000061232,Long Row (S-Bound),twrjagap,Long Row,Captains Wharf Turning Circle,Long Row,S-Bound,S,South Shields,,South Shields
41000009MS03,Longbenton Metro (E-Bound),twrapmda,Longbenton Metro,Innisfree Social Club,Longbenton Metro Station,E-Bound,E,Longbenton,Newcastle upon Tyne,Longbenton
4100009MS03A,Longbenton Metro (W-Bound),twrapmdg,Longbenton Metro,Leading To Dss,Longbenton Metro Station,W-Bound,W,Longbenton,Newcastle upon Tyne,Longbenton
410000009980,Longbenton Stoneleigh Avenue (W-Bound),twrapjgj,Longbenton Stoneleigh Avenue,Outside Junction With Blackfriars Way,Stoneleigh Avenue,W-Bound,W,Longbenton,Newcastle upon Tyne,Longbenton
410000009207,Lonsdale Terrace (N-Bound),twramtpm,Lonsdale Terrace,50m North Of The Lonsdale Public House,Lonsdale Terrace,N-Bound,N,West Jesmond,Newcastle upon Tyne,West Jesmond
410000009209,Lonsdale Terrace (S-Bound),twramtpt,Lonsdale Terrace,Opposite/ 25m North Of The Lonsdale Public House,Lonsdale Terrace,S-Bound,S,West Jesmond,Newcastle upon Tyne,West Jesmond
410000000098,Lord Lawson Of Beamish Academy (S-Bound),twrgtpwj,Lord Lawson Of Beamish Academy,Lord Lawson Of Beamish Comprehensive School,Birtley Lane,S-Bound,S,Birtley,Gateshead,Birtley
410000032069,Lorne Street (SW-Bound),twrgjtat,Lorne Street,Opposite No.22 Lorne Street,Lorne Street,SW-Bound,SW,Easington Lane,Houghton-le-Spring,Easington Lane
410000032084,Low Downs Road (W-Bound),twrgjtgw,Low Downs Road,Outside Collingwood Street,Lowdowns Road,W-Bound,W,Hetton Downs,Houghton-le-Spring,Hetton Downs
410000032050,Lowdowns Road (E-Bound),twrgjptd,Lowdowns Road,Opposite Collingwood Street,Low Downs Road,E-Bound,E,Hetton Downs,Houghton-le-Spring,Hetton Downs
410000025981,Lower Dundas Street (W-Bound),twrgawag,Lower Dundas Street,30m North Of Church Street North Junction,Lower Dundas Street,W-Bound,W,St Peter's,Sunderland,St Peters
410000018951,Lowry Road - Morrisons (E-Bound),twrjapgm,Lowry Road - Morrisons,Outside Morrisons Supermarket,Lowry Road,E-Bound,E,Seaburn,,Seaburn
410000016141,Lukes Lane Estate (NW-Bound),twrdjpwd,Lukes Lane Estate,Outside Morecambe Parade North Of Foot Bridge,Marine Drive,NW-Bound,NW,Hebburn,,Hebburn
410000010161,Lynn Road - Heaton Terrace (SE-Bound),twratagt,Lynn Road - Heaton Terrace,Outside Lynn House,Lynn Road,SE-Bound,SE,Billy Mill,,Billy Mill
410000010166,Lynn Road - Hedgeley Road (NW-Bound),twratajm,Lynn Road - Hedgeley Road,Junction With Hedgeley Road,Lynn Road,NW-Bound,NW,Billy Mill,,Billy Mill
410000010160,Lynn Road (SE-Bound),twratagp,Lynn Road,80m East Of St Thomas More Rc High School,B1316,SE-Bound,SE,Billy Mill,,Billy Mill
410000016174,Lynton Avenue (N-Bound),twrdjtjg,Lynton Avenue,North Of Stanhope Road,Lynton Avenue,N-Bound,N,Low Simonside,Jarrow,Low Simonside
410000016179,Lynton Avenue (SW-Bound),twrdjtma,Lynton Avenue,South Of Community Centre,Lynton Avenue,SW-Bound,SW,Low Simonside,Jarrow,Low Simonside
410000010501,Lyon Street-Albert Street (E-Bound),twratdwp,Lyon Street-Albert Street,Outside Albert Street,LYON STREET,E-Bound,E,Hebburn,,Hebburn
410000010500,Lyon Street-Albert Street (W-Bound),twratdwm,Lyon Street-Albert Street,Outside Albert Street,Lyon Street,W-Bound,W,Hebburn,,Hebburn
410000010961,Lyon Street-Caledonian Street (SW-Bound),twratjag,Lyon Street-Caledonian Street,Outside The Wardles Public House,Lyon Street,SW-Bound,SW,Hebburn,,Hebburn
410000010960,Lyon Street-Cavalier View (E-Bound),twratjad,Lyon Street-Cavalier View,Opposite The Wardles Public House,Lyon Street,E-Bound,E,Hebburn,,Hebburn
410000012002,Main Road - Reasby Gardens (SW-Bound),twratjwj,Main Road - Reasby Gardens,Opposite Ryton Comprehensive School,Main Road,SW-Bound,SW,Ryton,Gateshead,Ryton
410000013013,Main Road - Watermill (W-Bound),twratptj,Main Road - Watermill,Outside Ryton Social Club,Main Road,W-Bound,W,Ryton,Gateshead,Ryton
410000013015,Main Road - Whitewell Lane (E-Bound),twratptp,Main Road - Whitewell Lane,Outside Ryton Hotel Public House,Main Road,E-Bound,E,Ryton,Gateshead,Ryton
410000013014,Main Road - Woodside Lane (W-Bound),twratptm,Main Road - Woodside Lane,Outside Bank,Main Road,W-Bound,W,Ryton,Gateshead,Ryton
410000012024,Main Road-Barmoor Lane (NE-Bound),twratmga,Main Road-Barmoor Lane,Outside Ryton Comprehensive School,Main Road,NE-Bound,NE,Ryton,Gateshead,Ryton
410000012023,Main Road-Barmoor Terrace (NE-Bound),twrgwpda,Main Road-Barmoor Terrace,Outside No 11 Barmoor Terrace,Main Road,NE-Bound,NE,Ryton,Gateshead,Ryton
410000012003,Main Road-Barmoor Terrace (SW-Bound),twrgwpdg,Main Road-Barmoor Terrace,Opposite No 10 Barmoor Terrace,Main Road,SW-Bound,SW,Ryton,Gateshead,Ryton
410000012025,Main Road-Blackhouse Lane (E-Bound),twratmgd,Main Road-Blackhouse Lane,Outside Barmoor Place Junction Blackhouse Lane,Main Road,E-Bound,E,Ryton,Gateshead,Ryton
410000002045,Main Road-Horton Crescent (NW-Bound),twradgda,Main Road-Horton Crescent,North Of Horton Crescent,Main Road,NW-Bound,NW,Dinnington,Newcastle upon Tyne,Dinnington
410000002051,Main Road-Horton Crescent (SE-Bound),twradgdw,Main Road-Horton Crescent,Opposite Horton Crescent,Main Road,SE-Bound,SE,Dinnington,Newcastle upon Tyne,Dinnington
410000013012,Main Road-Runhead Estate (W-Bound),twratptg, Main Road-Runhead Estate,Outside Police House,Main Road,W-Bound,W,Ryton,Gateshead,Ryton
410000013016,Main Road-Social Club (E-Bound),twratptw,Main Road-Social Club,Opposite Ryton Social Club,Main Road,E-Bound,E,Ryton,Gateshead,Ryton
410000012019,Main Road-St Agnes Church (NE-Bound),twratmdm,Main Road-St Agnes Church,Opposite St Agnes' Rc Church,Main Road,NE-Bound,NE,Crawcrook,Gateshead,Crawcrook
410000012007,Main Road-Stoneylea Close (SW-Bound),twratmad,Main Road-Stoneylea Close,Outside The Ridings,Stoneylea Close,SW-Bound,SW,Crawcrook,Gateshead,Crawcrook
410000012001,Main Road-Woodside Road (W-Bound),twratjwg,Main Road-Woodside Road,Outside Tweedy's Buildings,B6317,W-Bound,W,Ryton,Gateshead,Ryton
410000012021,Main Street - Kepier Chare (NE-Bound),twratmdt,Main Street - Kepier Chare,Opposite The Fox And Hounds Public House,Main Street,NE-Bound,NE,Crawcrook,Gateshead,Crawcrook
410000012005,Main Street - Kepier Chare (SW-Bound),twratjwp,Main Street - Kepier Chare,Opposite The Church Of The Holy Spirit,Main Street,SW-Bound,SW,Crawcrook,Gateshead,Crawcrook
410000012022,Main Street-Emmaville (NE-Bound),twratmdw,Main Street-Emmaville,Outside Emma Memorial Home,Main Street,NE-Bound,NE,Crawcrook,Gateshead,Crawcrook
410000012004,Main Street-Meadow Lane (SW-Bound),twratjwm,Main Street-Meadow Lane,Outside Robert Young Memorial Methodist Church,Main Street,SW-Bound,SW,Crawcrook,Gateshead,Crawcrook
410000014117,Malvern Gardens (N-Bound),twrawpma, Malvern Gardens,Outside Malvern Court,Malvern Gardens,N-Bound,N,Lobley Hill,Gateshead,Lobley Hill
410000014116,Malvern Gardens (S-Bound),twrawpjw, Malvern Gardens,Outside Scafell Gardens,Malvern Gardens,S-Bound,S,Lobley Hill,Gateshead,Lobley Hill
410000014119,Malvern Gardens-Cotswold Gardens (NE-Bound),twrawpmg,Malvern Gardens-Cotswold Gardens,25m From Chiltern Gardens Junction,MALVERN GARDENS,NE-Bound,NE,Lobley Hill,Gateshead,Lobley Hill
410000010910,Malvern Road - Ludlow Avenue (E-Bound),twrgwatp,Malvern Road - Ludlow Avenue,Opposite Ludlow Avenue,Malvern Road,E-Bound,E,Preston Grange,Whitley Bay,Preston Grange
410000010911,Malvern Road - Ludlow Avenue (E-Bound),twrgpmpt,Malvern Road - Ludlow Avenue,Outside Ludlow Avenue,Malvern Road,E-Bound,E,Preston Grange,Whitley Bay,Preston Grange
410000022773,Malvern Road (NE-Bound),twrdtdtd,Malvern Road,North East Of Chiltern Close Junction,Malvern Road,NE-Bound,NE,Lambton,Washington,Lambton
410000022772,Malvern Road (S-Bound),twrdtdta,Malvern Road,Opposite Chiltern Close Junction,Malvern Road,S-Bound,S,Lambton,Washington,Lambton
410000010912,Malvern Road-Cleehill Drive (NE-Bound),twrgwawd,Malvern Road-Cleehill Drive,Outside Cleehill Drive Junction,Malvern Road,NE-Bound,NE,Preston Grange,Whitley Bay,Preston Grange
410000010913,Malvern Road-Cleehill Drive (SW-Bound),twrgwawg,Malvern Road-Cleehill Drive,Opposite Cleehill Drive Junction,Malvern Road,SW-Bound,SW,Preston Grange,Whitley Bay,Preston Grange
410000004959,Malvern Road-Colwell Road (N-Bound),twrgwawj,Malvern Road-Colwell Road,Opposite Colwell Road Junction,Malvern Road,N-Bound,N,Preston Grange,Whitley Bay,Preston Grange
410000010909,Malvern Road-Devon Road (NW-Bound),twrgwatw,Malvern Road-Devon Road,Outside Dawlish Close,Malvern Road,NW-Bound,NW,Preston Grange,Whitley Bay,Preston Grange
410000010908,Malvern Road-Devon Road (SE-Bound),twrgwawa,Malvern Road-Devon Road,Opposite Dawlish Close,Malvern Road,SE-Bound,SE,Preston Grange,Whitley Bay,Preston Grange
410000004958,Malvern Road-Newington Drive (SW-Bound),twrgwawm,Malvern Road-Newington Drive,Outside Newington Drive Junction,Malvern Road,SW-Bound,SW,Preston Grange,Whitley Bay,Preston Grange
410000015959,Manor Gardens (SW-Bound),twrgwpdj,Manor Gardens,Outside No 83 Manor Gardens,Manor Gardens,SW-Bound,SW,Wardley,Gateshead,Wardley
410000015958,Manor Gardens-Priory Court (NE-Bound),twrgwagd,Manor Gardens-Priory Court,Outside Priory Court,Manor Gardens,NE-Bound,NE,Wardley,Gateshead,Wardley
410000015286,Manor Gardens-Rannoch Close (E-Bound),twrdgmdg,Manor Gardens-Rannoch Close,Outside Rannoch Close,Manor Gardens,E-Bound,E,Wardley,Gateshead,Wardley
410000016241,Manor Gardens-Rannoch Close (W-Bound),twrdjwpw,Manor Gardens-Rannoch Close,Opposite Rannoch Close,Manor Gardens,W-Bound,W,Wardley,Gateshead,Wardley
410000041046,Manor Road-Birtley Avenue (SE-Bound),twrgjwgt,Manor Road-Birtley Avenue,Outside The Garden Nursery,Manor Road,SE-Bound,SE,Tynemouth,,Tynemouth
410000023039,Manor Road-House Terrace (NE-Bound),twrdtgwt,Manor Road-House Terrace,Outside House Terrace Entrance,Manor Road,NE-Bound,NE,Concord,Washington,Concord
410000041051,Manor Road-King Edward Road (NW-Bound),twrgjwjm,Manor Road-King Edward Road,Jnc Birtley Avenue,Manor Road,NW-Bound,NW,Tynemouth,,Tynemouth
410000023042,Manor Road-Northumberland Way (E-Bound),twrdtjaj,Manor Road-Northumberland Way,Opposite Roseberry Court,Manor Road,E-Bound,E,Concord,Washington,Concord
410000023041,Manor Road-Roseberry Court (W-Bound),twrdtjag,Manor Road-Roseberry Court,Outside Roseberry Court,Manor Road,W-Bound,W,Concord,Washington,Concord
410000023040,Manor Road-Wood Terrace (SW-Bound),twrdtjad,Manor Road-Wood Terrace,Opposite Richardson Terrace,Manor Road,SW-Bound,SW,Concord,Washington,Concord
41000015MS07,Manors Metro (E-Bound),twrdjgjt,Manors Metro,Science Business Park,Kings Manor Street,E-Bound,E,Shieldfield,Newcastle upon Tyne,Shieldfield
4100015MS07A,Manors Metro (W-Bound),twrdjgjw,Manors Metro,Science Business Park,Kings Manor Street,W-Bound,W,Shieldfield,Newcastle upon Tyne,Shieldfield
410000014123,Maple Avenue (E-Bound),twrawpmw,Maple Avenue,Opposite Redesdale Gardens,Maple Avenue,E-Bound,E,Dunston,Gateshead,Dunston
410000024179,Maplewood Avenue (E-Bound),twrdwdjg,Maplewood Avenue,Outside No.84 Maplewood Avenue,Maplewood Avenue,E-Bound,E,Marley Pots,,Marley Pots
410000024162,Maplewood Avenue (W-Bound),twrdwdag,Maplewood Avenue,Outside No.61 Maplewood Avenue,Maplewood Avenue,W-Bound,W,Marley Pots,,Marley Pots
410000003976,March Road (N-Bound),twradpja,March Road,Beside The Seaton Burn,March Road,N-Bound,N,Dudley,,Dudley
410000032077,Mardale Street-Nidderdale Avenue (N-Bound),twrgjtdw,Mardale Street-Nidderdale Avenue,Outside Nidderdale Avenue Junction,Mardale Street,N-Bound,N,Hetton-le-Hole,Houghton-le-Spring,Hetton-Le-Hole
410000032082,Mardale Street-Nidderdale Avenue (S-Bound),twrgjtgp,Mardale Street-Nidderdale Avenue,Opposite Nidderdale Avenue Junction,Mardale Street,S-Bound,S,Hetton-le-Hole,Houghton-le-Spring,Hetton-Le-Hole
410000005056,Marden Avenue-Beverley Villas (E-Bound),twragdtj,Marden Avenue-Beverley Villas,Opposite Beverley Villas,Marden Avenue,E-Bound,E,Cullercoats,Whitley Bay,Cullercoats
410000005057,Marden Avenue-Beverley Villas (W-Bound),twragdtm,Marden Avenue-Beverley Villas,Outside Beverley Villas,Marden Avenue,W-Bound,W,Cullercoats,Whitley Bay,Cullercoats
410000005055,Marden Avenue-Georges Road (E-Bound),twragdtg,Marden Avenue-Georges Road,Next To Metro Bridge/jcn Georges Road,Mast Lane,E-Bound,E,Cullercoats,Whitley Bay,Cullercoats
410000005063,Marden Estate (E-Bound),twragdwj,Marden Estate,Opposite Rothley Gardens,Hartington Road,E-Bound,E,Marden,Whitley Bay,Marden
410000005002,Marden Estate (N-Bound),twragdag,Marden Estate,32m Junction With Hartington Road,The Broadway,N-Bound,N,Marden,Whitley Bay,Marden
410000005019,Marden Estate (S-Bound),twragdgp,Marden Estate,Outside Playing Fields,The Broadway,S-Bound,S,Marden,Whitley Bay,Marden
410000005067,Marden Estate (SW-Bound),twragjad,Marden Estate,Outside Rothley Gardens,Hartington Road,SW-Bound,SW,Marden,Whitley Bay,Marden
410000005017,Marden Road South-Burnside Road (S-Bound),twragdgj,Marden Road South-Burnside Road,Opposite Marden Park Nature Reserve,Marden Road South,S-Bound,S,Whitley Bay,,Whitley Bay
410000005016,Marden Road South-Etal Avenue (S-Bound),twragdgd,Marden Road South-Etal Avenue,Outside Etal Avenue,Marden Road South,S-Bound,S,Whitley Bay,,Whitley Bay
410000005005,Marden Road South-St Pauls Gardens (NW-Bound),twragdap,Marden Road South-St Pauls Gardens,Outside St Pauls Gardens,Marden Road South,NW-Bound,NW,Whitley Bay,,Whitley Bay
410000005071,Marine Avenue-Bideford Gardens (NE-Bound),twragjap,Marine Avenue-Bideford Gardens,Outside Marine Court West,Marine Avenue,NE-Bound,NE,Whitley Bay,,Whitley Bay
